[run number],birds-dispersal-distance,habitat-patch-size,birth-rate-birds,world-width,world-height,initial-population,max-birds-species,death-rate-birds,migration-rate-birds,Video,prob-frag,Deforestation-at-time,end-time,Migration0-at-deforestation,deforestation-type,birds-behavior,replacement-rate,random-seed,[step],birds-at-deforestation,calc-number-of-species,calc-shannon-diversity,count birds,mean-free-path,siminputrow
1,1.5,9,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,232727391,1500,3288,12,2.262538911003218,212,[2.153 2.092],8
1,2,9,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,232727391,1500,5232,11,1.8871781299654002,1440,[2.166 2.103],9
1,3,9,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,232727391,1500,5637,10,1.8655487244316948,2197,[2.144 2.13],10
1,1.1,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,232727391,1500,311,15,2.2991218869863057,490,[5.403 5.439],11
1,1.2,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,232727391,1500,775,21,2.3296343353366815,1775,[5.318 5.393],12
1,1.5,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,232727391,1500,3114,23,2.113804734118103,4008,[5.383 5.453],13
1,2,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,232727391,1500,5357,13,1.898138568323449,4703,[5.395 5.416],14
1,3,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,232727391,1500,5570,13,1.8721991792435757,4896,[5.352 5.438],15
1,1.1,61,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,232727391,1500,272,10,1.4533828921154244,1782,[10.601 10.456],16
1,1.2,61,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,232727391,1500,745,12,1.9091986768847007,2282,[10.496 10.373],17
1,1.5,61,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,232727391,1500,3511,12,1.8466057939803366,4989,[11.038 10.584],18
1,2,61,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,232727391,1500,5634,12,1.9441606189182008,5116,[10.414 10.333],19
1,3,61,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,232727391,1500,5958,17,2.2316921398506704,5426,[10.907 10.35],20
1,1.1,3,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,1283605459,1500,395,3,0.9002560512685369,8,[1.25 1.276],1
1,1.2,3,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,1283605459,1500,945,3,0.7356219397587946,8,[1.232 1.273],2
1,1.5,3,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,1283605459,1500,2873,1,0,2,[1.243 1.269],3
1,2,3,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,1283605459,1500,5709,0,0,0,[1.237 1.271],4
1,3,3,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,1283605459,1500,5975,1,0,1,[1.248 1.268],5
1,1.1,9,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,1283605459,1500,364,10,1.977550627223077,71,[2.152 2.099],6
1,1.2,9,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,1283605459,1500,915,7,1.7840188884559953,68,[2.105 2.13],7
1,1.5,9,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,1283605459,1500,2721,15,2.451051662889964,315,[2.165 2.12],8
1,2,9,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,1283605459,1500,5225,17,2.125927059663155,1505,[2.158 2.129],9
1,3,9,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,1283605459,1500,5450,17,2.077828621964448,2028,[2.166 2.109],10
1,1.1,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,1283605459,1500,322,14,2.1346101745593384,725,[5.267 5.489],11
1,1.2,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,1283605459,1500,852,19,2.48079790153496,1201,[5.339 5.507],12
1,1.5,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,1283605459,1500,2840,19,2.2092960820089207,4284,[5.256 5.452],13
1,2,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,1283605459,1500,5194,13,1.8343532147339985,4930,[5.386 5.433],14
1,3,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,1283605459,1500,5449,17,2.2602530452177376,4806,[5.416 5.544],15
1,1.1,61,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,1283605459,1500,297,13,2.05101925340342,1656,[10.676 10.406],16
1,1.2,61,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,1283605459,1500,819,17,2.199667148448918,2416,[10.703 10.441],17
1,1.5,61,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,1283605459,1500,2477,19,2.16096072788975,4852,[10.691 10.507],18
