[run number],birds-dispersal-distance,habitat-patch-size,birth-rate-birds,world-width,world-height,initial-population,max-birds-species,death-rate-birds,migration-rate-birds,Video,prob-frag,Deforestation-at-time,end-time,Migration0-at-deforestation,deforestation-type,birds-behavior,replacement-rate,random-seed,[step],birds-at-deforestation,calc-number-of-species,calc-shannon-diversity,count birds,mean-free-path,siminputrow
1,3,61,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,1447301867,1500,7370,14,1.7880744018281245,7003,[10.604 10.336],40
1,1.1,3,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,463,2,0.6931471805599453,2,[1.238 1.267],1
1,1.2,3,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,967,2,0.6730116670092565,5,[1.244 1.261],2
1,1.5,3,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,3441,2,0.6365141682948128,9,[1.255 1.286],3
1,2,3,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,5747,1,0,1,[1.239 1.257],4
1,3,3,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,5849,1,0,4,[1.232 1.285],5
1,1.1,9,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,379,3,0.8785250991271565,19,[2.149 2.076],6
1,1.2,9,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,844,8,1.9393776718126048,61,[2.178 2.099],7
1,1.5,9,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,3312,12,2.067947509512696,150,[2.147 2.119],8
1,2,9,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,5378,17,2.293395136868945,1658,[2.131 2.128],9
1,3,9,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,5490,15,1.9267287402283133,2006,[2.158 2.12],10
1,1.1,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,400,12,1.889283197695721,481,[5.368 5.449],11
1,1.2,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,694,19,2.455003062801814,1476,[5.346 5.485],12
1,1.5,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,3222,16,2.435510969368797,4136,[5.448 5.466],13
1,2,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,5217,11,1.841847493227575,4689,[5.332 5.508],14
1,3,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,5415,14,1.8171757302029972,4718,[5.448 5.346],15
1,1.1,61,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,388,14,2.071552650422541,1614,[10.355 10.451],16
1,1.2,61,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,659,15,2.208566851052304,2512,[10.869 10.377],17
1,1.5,61,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,3339,16,1.9968636488328608,4915,[10.496 10.439],18
1,2,61,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,5734,15,2.060358678335852,5250,[10.587 10.442],19
1,3,61,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,5851,11,1.771224520367494,5361,[10.655 10.566],20
1,1.1,3,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,2193,2,0.6730116670092565,5,[1.252 1.281],21
1,1.2,3,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,3212,0,0,0,[1.248 1.264],22
1,1.5,3,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,6110,0,0,0,[1.246 1.276],23
1,2,3,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,7239,5,1.5229550675313184,9,[1.244 1.264],24
1,3,3,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,7559,3,0.8823109245150755,15,[1.257 1.283],25
1,1.1,9,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,2043,26,2.7688490291457475,618,[2.176 2.116],26
1,1.2,9,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,3049,29,3.0260376000931815,1490,[2.094 2.127],27
1,1.5,9,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,5842,23,2.246702083140694,4687,[2.14 2.082],28
1,2,9,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,6686,19,2.280940463555416,4790,[2.095 2.11],29
1,3,9,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,6962,13,2.060247113156408,4600,[2.13 2.12],30
1,1.1,29,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,1960,18,2.3406922225104836,3811,[5.429 5.337],31
1,1.2,29,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,3260,25,2.583319979146144,4236,[5.441 5.438],32
1,1.5,29,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,5878,19,1.9413004544018169,6435,[5.39 5.538],33
1,2,29,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,6674,17,1.9661076219564395,6702,[5.475 5.442],34
1,3,29,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,7072,14,2.090032005391686,6615,[5.443 5.473],35
