"BehaviorSpace results (NetLogo 6.2.0)"
"MultipleContactNeutralMigrat.nlogo"
"NoHiBi_pf00_hpf3_dd1-3_lambda1.7-4"
"05/15/2021 22:00:20:247 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","99","0","99"
"[run number]","prob-frag","birth-rate-birds","birds-dispersal-distance","Video","migration-rate-birds","birds-behavior","habitat-patch-size","death-rate-birds","max-birds-species","initial-population","Deforestation-at-time","end-time","replacement-rate","[step]","birds-at-deforestation","calc-number-of-species","calc-shannon-diversity","count birds"
"68","0.6","1.7","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","16","0.27499585562287404","3943"
"66","0.6","1.7","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","14","0.17021229577774322","3955"
"64","0.6","1.7","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","32","2.395046928801913","3843"
"67","0.6","1.7","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","15","0.08667805571496183","3683"
"63","0.6","1.7","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","39","2.7939606034389435","3841"
"79","0.6","2","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","39","2.4047426956882543","3995"
"80","0.6","2","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","43","2.635875989242708","3862"
"81","0.6","2","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","33","2.2165888538324303","3914"
"69","0.6","1.7","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","14","0.16752815393891518","3944"
"70","0.6","1.7","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","23","0.28998304435717864","4104"
"82","0.6","2","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","38","2.249917333420829","4011"
"83","0.6","2","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","35","1.846599296217107","3788"
"84","0.6","2","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","19","0.8097257811281862","3927"
"85","0.6","2","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","33","1.6178500280273993","3939"
"92","0.6","2","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","43","2.9088614502713037","4123"
"91","0.6","2","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","42","3.021463128733715","4130"
"93","0.6","2","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","46","2.8695735447519124","4071"
"95","0.6","2","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","44","2.817954479469801","4062"
"94","0.6","2","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","39","2.771870888166781","4098"
"96","0.6","2","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","19","0.41481102219749333","4292"
"97","0.6","2","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","29","1.2037253691062497","4209"
"98","0.6","2","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","22","1.8384746188649048","4168"
"99","0.6","2","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","31","1.5717829376098547","4181"
"100","0.6","2","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","22","1.6491885813420506","4141"
"107","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","33","2.678070328070964","4589"
"106","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","36","2.7056071182834516","4610"
"108","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","49","3.1246541027798447","4486"
"12","0.6","1.7","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","21","2.3667371454220487","8129"
"11","0.6","1.7","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","19","1.9939913682202377","8047"
"15","0.6","1.7","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","26","2.6141388704019297","8187"
"14","0.6","1.7","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","23","2.071981472852036","8016"
"13","0.6","1.7","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","17","2.028137781095224","8125"
"28","0.6","1.7","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","32","2.6154179604030308","8210"
"29","0.6","1.7","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","26","2.5217220090079193","8195"
"26","0.6","1.7","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","26","2.566474936764885","8204"
"30","0.6","1.7","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","24","2.576284656184416","8059"
"27","0.6","1.7","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","21","2.334195637081048","8197"
"45","0.6","1.7","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","22","2.2055259978749815","8437"
"44","0.6","1.7","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","26","2.6141811003213014","8550"
"42","0.6","1.7","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","16","1.9358374301307044","8550"
"41","0.6","1.7","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","17","2.3601800246457993","8501"
"43","0.6","1.7","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","18","1.9948489070929043","8534"
"109","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","33","2.78915826581512","4602"
"110","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","39","2.8606485261155066","4526"
"112","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","11","0.16744174798411138","4598"
"111","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","17","0.16309637822729975","4627"
"113","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","12","0.16798942927405272","4617"
"114","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","12","0.14582744829141692","4413"
"115","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","7","0.07149129631418699","4525"
"56","0.6","1.7","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","19","2.1938090179224132","8783"
"57","0.6","1.7","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","17","2.416647653445686","8816"
"58","0.6","1.7","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","22","2.1568277168667573","8753"
"59","0.6","1.7","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","13","1.6564431211458777","8752"
"60","0.6","1.7","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","13","1.329612835195983","8741"
"121","0.6","2","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","35","2.657775600865399","4681"
"123","0.6","2","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","33","2.3188353123369025","4743"
"122","0.6","2","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","39","2.611307356023149","4869"
"124","0.6","2","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","34","2.5643677071861832","4690"
"125","0.6","2","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","33","2.7211519568319913","4652"
"126","0.6","2","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","14","0.1019897248861704","4782"
"87","0.6","2","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","22","2.3736528780703265","8608"
"86","0.6","2","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","17","2.3018211057602267","8583"
"127","0.6","2","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","22","0.25107586150446964","4731"
"128","0.6","2","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","14","0.48217475105007446","4793"
"129","0.6","2","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","8","0.03949477198508161","4665"
"88","0.6","2","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","20","2.13380923242839","8580"
"130","0.6","2","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","10","0.20154708504248028","4778"
"90","0.6","2","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","21","2.007597027474725","8536"
"89","0.6","2","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","20","2.387785214465286","8551"
"101","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","19","2.323105249243791","8636"
"102","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","27","2.7909245879110323","8639"
"136","0.6","2","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","20","1.9159868040029238","4857"
"103","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","24","2.698708962187913","8672"
"138","0.6","2","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","26","2.2752978795641017","4911"
"140","0.6","2","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","26","2.2447918627004144","4998"
"137","0.6","2","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","23","2.2676122929846936","4872"
"139","0.6","2","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","36","2.662630217507761","4795"
"104","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","25","2.467994336755038","8677"
