"BehaviorSpace results (NetLogo 6.2.0)"
"MultipleContactNeutralMigrat.nlogo"
"NoHiBi_200_pf06_hpf3-61_dd1-3_lambda2_NoMigrat"
"05/24/2021 10:47:03:343 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","199","0","199"
"[run number]","world-width","world-height","prob-frag","birth-rate-birds","birds-dispersal-distance","Video","migration-rate-birds","birds-behavior","habitat-patch-size","death-rate-birds","max-birds-species","initial-population","Deforestation-at-time","end-time","replacement-rate","Migration0-at-deforestation","[step]","birds-at-deforestation","calc-number-of-species","calc-shannon-diversity","count birds"
"178","200","200","0.6","2","1.2","false","0.001","NoSelection","30","1","100","0","600","1900","0.3","true","1900","6302","22","2.7248013774451687","5668"
"177","200","200","0.6","2","1.2","false","0.001","NoSelection","30","1","100","0","600","1900","0.3","true","1900","6420","17","2.372643432427664","5688"
"216","200","200","0.6","2","1.2","false","0.001","Hierarchical","9","1","100","0","600","1900","0.3","true","1900","6024","26","2.994992833739013","1977"
"179","200","200","0.6","2","1.2","false","0.001","NoSelection","30","1","100","0","600","1900","0.3","true","1900","6279","16","2.4567012919122955","5816"
"180","200","200","0.6","2","1.2","false","0.001","NoSelection","30","1","100","0","600","1900","0.3","true","1900","6323","17","2.397026385900089","5893"
"181","200","200","0.6","2","1.2","false","0.001","NoSelection","62","1","100","0","600","1900","0.3","true","1900","6372","20","2.719061336630191","6045"
"182","200","200","0.6","2","1.2","false","0.001","NoSelection","62","1","100","0","600","1900","0.3","true","1900","6512","14","2.3615171915547437","6445"
"183","200","200","0.6","2","1.2","false","0.001","NoSelection","62","1","100","0","600","1900","0.3","true","1900","6302","17","2.6646822983511353","6352"
"184","200","200","0.6","2","1.2","false","0.001","NoSelection","62","1","100","0","600","1900","0.3","true","1900","6438","20","2.708948652564335","6056"
"185","200","200","0.6","2","1.2","false","0.001","NoSelection","62","1","100","0","600","1900","0.3","true","1900","6559","17","2.4622614512046423","6158"
"186","200","200","0.6","2","1.2","false","0.001","NoSelection","62","1","100","0","600","1900","0.3","true","1900","6609","19","2.7490976217555043","6032"
"187","200","200","0.6","2","1.2","false","0.001","NoSelection","62","1","100","0","600","1900","0.3","true","1900","6548","14","2.5488058666486886","6172"
"188","200","200","0.6","2","1.2","false","0.001","NoSelection","62","1","100","0","600","1900","0.3","true","1900","6375","17","2.503917854898907","6255"
"189","200","200","0.6","2","1.2","false","0.001","NoSelection","62","1","100","0","600","1900","0.3","true","1900","6566","18","2.5400856007501527","5995"
"190","200","200","0.6","2","1.2","false","0.001","NoSelection","62","1","100","0","600","1900","0.3","true","1900","6642","19","2.7030240409434874","6106"
"191","200","200","0.6","2","1.2","false","0.001","NoSelection","125","1","100","0","600","1900","0.3","true","1900","6709","11","2.22925318711012","6177"
"192","200","200","0.6","2","1.2","false","0.001","NoSelection","125","1","100","0","600","1900","0.3","true","1900","6551","15","2.3450757322642697","6444"
"217","200","200","0.6","2","1.2","false","0.001","Hierarchical","9","1","100","0","600","1900","0.3","true","1900","5999","29","3.1027477937448884","2315"
"218","200","200","0.6","2","1.2","false","0.001","Hierarchical","9","1","100","0","600","1900","0.3","true","1900","5817","27","3.0299966137978043","1851"
"193","200","200","0.6","2","1.2","false","0.001","NoSelection","125","1","100","0","600","1900","0.3","true","1900","6400","14","2.368954531586666","6441"
"194","200","200","0.6","2","1.2","false","0.001","NoSelection","125","1","100","0","600","1900","0.3","true","1900","6703","9","1.8476476822274768","6357"
"195","200","200","0.6","2","1.2","false","0.001","NoSelection","125","1","100","0","600","1900","0.3","true","1900","6543","11","2.2342062440087975","6487"
"196","200","200","0.6","2","1.2","false","0.001","NoSelection","125","1","100","0","600","1900","0.3","true","1900","6356","10","1.9715628819120925","6296"
"198","200","200","0.6","2","1.2","false","0.001","NoSelection","125","1","100","0","600","1900","0.3","true","1900","6681","12","2.172294721889573","6474"
"197","200","200","0.6","2","1.2","false","0.001","NoSelection","125","1","100","0","600","1900","0.3","true","1900","6476","11","1.9271286218229233","6347"
"199","200","200","0.6","2","1.2","false","0.001","NoSelection","125","1","100","0","600","1900","0.3","true","1900","6402","8","1.8404866763210135","6360"
"220","200","200","0.6","2","1.2","false","0.001","Hierarchical","9","1","100","0","600","1900","0.3","true","1900","5983","28","3.0932232359271232","2016"
"200","200","200","0.6","2","1.2","false","0.001","NoSelection","125","1","100","0","600","1900","0.3","true","1900","6544","10","2.0372515847276573","6381"
"219","200","200","0.6","2","1.2","false","0.001","Hierarchical","9","1","100","0","600","1900","0.3","true","1900","5808","29","3.048687435993409","2169"
"150","200","200","0.6","2","1.1","false","0.001","BirthSelection","125","1","100","0","600","1900","0.3","true","1900","13520","18","2.496518089963254","13534"
"149","200","200","0.6","2","1.1","false","0.001","BirthSelection","125","1","100","0","600","1900","0.3","true","1900","13593","16","2.3944658028365287","13506"
"221","200","200","0.6","2","1.2","false","0.001","Hierarchical","30","1","100","0","600","1900","0.3","true","1900","6373","9","2.02468563680016","5904"
"224","200","200","0.6","2","1.2","false","0.001","Hierarchical","30","1","100","0","600","1900","0.3","true","1900","6355","13","2.4983136652255182","5607"
"222","200","200","0.6","2","1.2","false","0.001","Hierarchical","30","1","100","0","600","1900","0.3","true","1900","6306","10","2.0296620283834286","5728"
"227","200","200","0.6","2","1.2","false","0.001","Hierarchical","30","1","100","0","600","1900","0.3","true","1900","6399","12","2.1847830876307026","5926"
"223","200","200","0.6","2","1.2","false","0.001","Hierarchical","30","1","100","0","600","1900","0.3","true","1900","6322","13","2.2067590809665023","5821"
"225","200","200","0.6","2","1.2","false","0.001","Hierarchical","30","1","100","0","600","1900","0.3","true","1900","6266","11","2.1879613247596787","5753"
"226","200","200","0.6","2","1.2","false","0.001","Hierarchical","30","1","100","0","600","1900","0.3","true","1900","6179","10","1.5208356347215737","5711"
"230","200","200","0.6","2","1.2","false","0.001","Hierarchical","30","1","100","0","600","1900","0.3","true","1900","6230","11","2.2563595548035282","5844"
"228","200","200","0.6","2","1.2","false","0.001","Hierarchical","30","1","100","0","600","1900","0.3","true","1900","6552","8","1.7705787450661779","5915"
"229","200","200","0.6","2","1.2","false","0.001","Hierarchical","30","1","100","0","600","1900","0.3","true","1900","6047","13","2.1878276791557103","5828"
"232","200","200","0.6","2","1.2","false","0.001","Hierarchical","62","1","100","0","600","1900","0.3","true","1900","6484","10","1.7407915220011254","6080"
"231","200","200","0.6","2","1.2","false","0.001","Hierarchical","62","1","100","0","600","1900","0.3","true","1900","6327","5","1.2001505978967204","6187"
"233","200","200","0.6","2","1.2","false","0.001","Hierarchical","62","1","100","0","600","1900","0.3","true","1900","6571","10","1.6698908117521871","6175"
"234","200","200","0.6","2","1.2","false","0.001","Hierarchical","62","1","100","0","600","1900","0.3","true","1900","6602","7","1.3920991294771294","6262"
"237","200","200","0.6","2","1.2","false","0.001","Hierarchical","62","1","100","0","600","1900","0.3","true","1900","6358","9","1.813782609438965","6262"
"235","200","200","0.6","2","1.2","false","0.001","Hierarchical","62","1","100","0","600","1900","0.3","true","1900","6514","6","0.9917980189376713","6183"
"238","200","200","0.6","2","1.2","false","0.001","Hierarchical","62","1","100","0","600","1900","0.3","true","1900","6578","11","1.7214979724729045","6280"
"236","200","200","0.6","2","1.2","false","0.001","Hierarchical","62","1","100","0","600","1900","0.3","true","1900","6797","10","1.8466849998515102","6402"
"240","200","200","0.6","2","1.2","false","0.001","Hierarchical","62","1","100","0","600","1900","0.3","true","1900","6395","6","1.3566840478376028","5996"
"239","200","200","0.6","2","1.2","false","0.001","Hierarchical","62","1","100","0","600","1900","0.3","true","1900","6646","10","1.816004421874862","6139"
"241","200","200","0.6","2","1.2","false","0.001","Hierarchical","125","1","100","0","600","1900","0.3","true","1900","6531","4","0.5119699187774766","6468"
"242","200","200","0.6","2","1.2","false","0.001","Hierarchical","125","1","100","0","600","1900","0.3","true","1900","6447","7","1.327872430218172","6428"
"243","200","200","0.6","2","1.2","false","0.001","Hierarchical","125","1","100","0","600","1900","0.3","true","1900","6567","4","1.2226874502147123","6308"
"244","200","200","0.6","2","1.2","false","0.001","Hierarchical","125","1","100","0","600","1900","0.3","true","1900","6399","8","1.5152280103189446","6159"
"245","200","200","0.6","2","1.2","false","0.001","Hierarchical","125","1","100","0","600","1900","0.3","true","1900","6473","11","1.9812381148804212","6521"
"247","200","200","0.6","2","1.2","false","0.001","Hierarchical","125","1","100","0","600","1900","0.3","true","1900","6606","7","1.3846740700776903","6519"
"246","200","200","0.6","2","1.2","false","0.001","Hierarchical","125","1","100","0","600","1900","0.3","true","1900","6811","6","1.110074221185303","6483"
"248","200","200","0.6","2","1.2","false","0.001","Hierarchical","125","1","100","0","600","1900","0.3","true","1900","6640","7","1.3165606129222351","6464"
"249","200","200","0.6","2","1.2","false","0.001","Hierarchical","125","1","100","0","600","1900","0.3","true","1900","6584","7","1.530964877079348","6374"
"250","200","200","0.6","2","1.2","false","0.001","Hierarchical","125","1","100","0","600","1900","0.3","true","1900","6360","9","1.5991690480617462","6293"
"252","200","200","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","600","1900","0.3","true","1900","13276","43","3.2376414417675337","11221"
"251","200","200","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","600","1900","0.3","true","1900","13268","42","3.266861250087104","11241"
"253","200","200","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","600","1900","0.3","true","1900","13235","39","3.3583909009594355","11172"
"254","200","200","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","600","1900","0.3","true","1900","13237","47","3.2235786557290984","11217"
"255","200","200","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","600","1900","0.3","true","1900","13366","42","3.094905537735835","11554"
"258","200","200","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","600","1900","0.3","true","1900","13273","42","3.046215348408307","11262"
"256","200","200","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","600","1900","0.3","true","1900","13289","45","3.2310964890249028","11530"
"257","200","200","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","600","1900","0.3","true","1900","13338","37","3.0613493766449644","11334"
"260","200","200","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","600","1900","0.3","true","1900","13244","43","3.2018666563777223","11430"
"259","200","200","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","600","1900","0.3","true","1900","13263","42","3.316561254207924","11377"
"261","200","200","0.6","2","1.2","false","0.001","BirthSelection","9","1","100","0","600","1900","0.3","true","1900","12497","29","2.773425550724435","12999"
"262","200","200","0.6","2","1.2","false","0.001","BirthSelection","9","1","100","0","600","1900","0.3","true","1900","12444","30","3.0213070658838648","13142"
"263","200","200","0.6","2","1.2","false","0.001","BirthSelection","9","1","100","0","600","1900","0.3","true","1900","12504","30","3.067924998754403","13129"
"266","200","200","0.6","2","1.2","false","0.001","BirthSelection","9","1","100","0","600","1900","0.3","true","1900","12422","28","2.9161410829792955","13206"
"264","200","200","0.6","2","1.2","false","0.001","BirthSelection","9","1","100","0","600","1900","0.3","true","1900","12432","34","3.229701099042027","13110"
"265","200","200","0.6","2","1.2","false","0.001","BirthSelection","9","1","100","0","600","1900","0.3","true","1900","12351","33","3.1129393927758504","13172"
"267","200","200","0.6","2","1.2","false","0.001","BirthSelection","9","1","100","0","600","1900","0.3","true","1900","12418","30","3.1418402539349817","13233"
"268","200","200","0.6","2","1.2","false","0.001","BirthSelection","9","1","100","0","600","1900","0.3","true","1900","12424","34","3.0832083239428623","13109"
"269","200","200","0.6","2","1.2","false","0.001","BirthSelection","9","1","100","0","600","1900","0.3","true","1900","12379","32","3.221382829552816","13145"
"270","200","200","0.6","2","1.2","false","0.001","BirthSelection","9","1","100","0","600","1900","0.3","true","1900","12475","32","3.0233336779545525","12979"
"271","200","200","0.6","2","1.2","false","0.001","BirthSelection","30","1","100","0","600","1900","0.3","true","1900","13264","25","2.8389896929028775","13516"
"272","200","200","0.6","2","1.2","false","0.001","BirthSelection","30","1","100","0","600","1900","0.3","true","1900","13319","24","2.671791679903475","13504"
"274","200","200","0.6","2","1.2","false","0.001","BirthSelection","30","1","100","0","600","1900","0.3","true","1900","13216","22","2.6731806204587683","13587"
"275","200","200","0.6","2","1.2","false","0.001","BirthSelection","30","1","100","0","600","1900","0.3","true","1900","13333","24","2.935585169678985","13635"
"273","200","200","0.6","2","1.2","false","0.001","BirthSelection","30","1","100","0","600","1900","0.3","true","1900","13226","25","2.9482563757294944","13690"
"277","200","200","0.6","2","1.2","false","0.001","BirthSelection","30","1","100","0","600","1900","0.3","true","1900","13297","28","2.9863099309602767","13616"
"301","200","200","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","600","1900","0.3","true","1900","6883","0","0","0"
"276","200","200","0.6","2","1.2","false","0.001","BirthSelection","30","1","100","0","600","1900","0.3","true","1900","13246","21","2.79065266383356","13513"
"302","200","200","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","600","1900","0.3","true","1900","7121","0","0","0"
"303","200","200","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","600","1900","0.3","true","1900","6779","0","0","0"
"278","200","200","0.6","2","1.2","false","0.001","BirthSelection","30","1","100","0","600","1900","0.3","true","1900","13200","24","2.739893661962475","13615"
"305","200","200","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","600","1900","0.3","true","1900","6884","0","0","0"
"304","200","200","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","600","1900","0.3","true","1900","6899","0","0","0"
"306","200","200","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","600","1900","0.3","true","1900","7008","0","0","0"
"307","200","200","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","600","1900","0.3","true","1900","7009","0","0","0"
"308","200","200","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","600","1900","0.3","true","1900","6954","0","0","0"
"309","200","200","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","600","1900","0.3","true","1900","6933","0","0","0"
"279","200","200","0.6","2","1.2","false","0.001","BirthSelection","30","1","100","0","600","1900","0.3","true","1900","13311","25","2.976716537240935","13587"
"280","200","200","0.6","2","1.2","false","0.001","BirthSelection","30","1","100","0","600","1900","0.3","true","1900","13209","26","2.880880927724416","13568"
"310","200","200","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","600","1900","0.3","true","1900","7164","0","0","0"
"281","200","200","0.6","2","1.2","false","0.001","BirthSelection","62","1","100","0","600","1900","0.3","true","1900","13741","20","2.5875344074613036","13717"
"282","200","200","0.6","2","1.2","false","0.001","BirthSelection","62","1","100","0","600","1900","0.3","true","1900","13710","23","2.915380450138151","13717"
"286","200","200","0.6","2","1.2","false","0.001","BirthSelection","62","1","100","0","600","1900","0.3","true","1900","13743","21","2.675479356316566","13779"
"283","200","200","0.6","2","1.2","false","0.001","BirthSelection","62","1","100","0","600","1900","0.3","true","1900","13646","22","2.717892846385449","13679"
"284","200","200","0.6","2","1.2","false","0.001","BirthSelection","62","1","100","0","600","1900","0.3","true","1900","13675","19","2.619727707914083","13752"
"285","200","200","0.6","2","1.2","false","0.001","BirthSelection","62","1","100","0","600","1900","0.3","true","1900","13637","17","2.642163987511643","13703"
"287","200","200","0.6","2","1.2","false","0.001","BirthSelection","62","1","100","0","600","1900","0.3","true","1900","13698","18","2.6830111872859375","13635"
"288","200","200","0.6","2","1.2","false","0.001","BirthSelection","62","1","100","0","600","1900","0.3","true","1900","13651","21","2.7933901765638676","13727"
"289","200","200","0.6","2","1.2","false","0.001","BirthSelection","62","1","100","0","600","1900","0.3","true","1900","13720","16","2.3879822778115916","13672"
"290","200","200","0.6","2","1.2","false","0.001","BirthSelection","62","1","100","0","600","1900","0.3","true","1900","13571","22","2.8574024645612544","13629"
"291","200","200","0.6","2","1.2","false","0.001","BirthSelection","125","1","100","0","600","1900","0.3","true","1900","13729","16","2.3640137397541956","13695"
"311","200","200","0.6","2","1.5","false","0.001","NoSelection","9","1","100","0","600","1900","0.3","true","1900","6583","33","3.0404245216331387","4762"
"312","200","200","0.6","2","1.5","false","0.001","NoSelection","9","1","100","0","600","1900","0.3","true","1900","6595","37","3.256333615181868","4881"
"314","200","200","0.6","2","1.5","false","0.001","NoSelection","9","1","100","0","600","1900","0.3","true","1900","6629","30","2.9785207651152046","4551"
"313","200","200","0.6","2","1.5","false","0.001","NoSelection","9","1","100","0","600","1900","0.3","true","1900","6622","33","3.1216155748719907","4843"
"297","200","200","0.6","2","1.2","false","0.001","BirthSelection","125","1","100","0","600","1900","0.3","true","1900","13802","12","1.992897649523857","13661"
"293","200","200","0.6","2","1.2","false","0.001","BirthSelection","125","1","100","0","600","1900","0.3","true","1900","13660","16","2.5867253418942946","13660"
"292","200","200","0.6","2","1.2","false","0.001","BirthSelection","125","1","100","0","600","1900","0.3","true","1900","13836","18","2.438281477320867","13634"
"294","200","200","0.6","2","1.2","false","0.001","BirthSelection","125","1","100","0","600","1900","0.3","true","1900","13636","19","2.6323090996828573","13537"
"296","200","200","0.6","2","1.2","false","0.001","BirthSelection","125","1","100","0","600","1900","0.3","true","1900","13681","12","2.0062959355966834","13557"
"295","200","200","0.6","2","1.2","false","0.001","BirthSelection","125","1","100","0","600","1900","0.3","true","1900","13673","22","2.770890000025549","13712"
"298","200","200","0.6","2","1.2","false","0.001","BirthSelection","125","1","100","0","600","1900","0.3","true","1900","13663","13","2.065859440096929","13669"
"315","200","200","0.6","2","1.5","false","0.001","NoSelection","9","1","100","0","600","1900","0.3","true","1900","6460","36","2.9859844431160414","4681"
"316","200","200","0.6","2","1.5","false","0.001","NoSelection","9","1","100","0","600","1900","0.3","true","1900","6576","33","3.0643825432864364","4408"
"317","200","200","0.6","2","1.5","false","0.001","NoSelection","9","1","100","0","600","1900","0.3","true","1900","6632","32","3.099770134649277","4799"
"318","200","200","0.6","2","1.5","false","0.001","NoSelection","9","1","100","0","600","1900","0.3","true","1900","6533","33","2.932403221453502","4807"
"319","200","200","0.6","2","1.5","false","0.001","NoSelection","9","1","100","0","600","1900","0.3","true","1900","6539","29","3.005669537185361","4813"
"320","200","200","0.6","2","1.5","false","0.001","NoSelection","9","1","100","0","600","1900","0.3","true","1900","6662","30","3.0221327209240254","4603"
"351","200","200","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","600","1900","0.3","true","1900","6947","0","0","0"
"354","200","200","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","600","1900","0.3","true","1900","6933","0","0","0"
"357","200","200","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","600","1900","0.3","true","1900","7016","0","0","0"
"356","200","200","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","600","1900","0.3","true","1900","6976","0","0","0"
"352","200","200","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","600","1900","0.3","true","1900","7058","0","0","0"
"355","200","200","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","600","1900","0.3","true","1900","7292","0","0","0"
"353","200","200","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","600","1900","0.3","true","1900","7175","0","0","0"
"358","200","200","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","600","1900","0.3","true","1900","6929","0","0","0"
"360","200","200","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","600","1900","0.3","true","1900","7016","0","0","0"
"359","200","200","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","600","1900","0.3","true","1900","7040","0","0","0"
"322","200","200","0.6","2","1.5","false","0.001","NoSelection","30","1","100","0","600","1900","0.3","true","1900","7031","18","2.5195477035726537","6652"
"324","200","200","0.6","2","1.5","false","0.001","NoSelection","30","1","100","0","600","1900","0.3","true","1900","6959","17","2.6838230323279557","6464"
"323","200","200","0.6","2","1.5","false","0.001","NoSelection","30","1","100","0","600","1900","0.3","true","1900","6972","18","2.67635890262054","6550"
"321","200","200","0.6","2","1.5","false","0.001","NoSelection","30","1","100","0","600","1900","0.3","true","1900","6930","18","2.519333869517724","6547"
"325","200","200","0.6","2","1.5","false","0.001","NoSelection","30","1","100","0","600","1900","0.3","true","1900","6902","17","2.4667986801521766","6641"
"326","200","200","0.6","2","1.5","false","0.001","NoSelection","30","1","100","0","600","1900","0.3","true","1900","7029","13","2.37584301816882","6527"
"329","200","200","0.6","2","1.5","false","0.001","NoSelection","30","1","100","0","600","1900","0.3","true","1900","6880","20","2.725492015965508","6475"
"328","200","200","0.6","2","1.5","false","0.001","NoSelection","30","1","100","0","600","1900","0.3","true","1900","6945","19","2.690722278520176","6473"
"327","200","200","0.6","2","1.5","false","0.001","NoSelection","30","1","100","0","600","1900","0.3","true","1900","7034","13","2.1509459443816517","6731"
"330","200","200","0.6","2","1.5","false","0.001","NoSelection","30","1","100","0","600","1900","0.3","true","1900","6903","20","2.7667882532730568","6541"
"332","200","200","0.6","2","1.5","false","0.001","NoSelection","62","1","100","0","600","1900","0.3","true","1900","7275","14","2.3348988683248413","6776"
"333","200","200","0.6","2","1.5","false","0.001","NoSelection","62","1","100","0","600","1900","0.3","true","1900","7198","18","2.570380105568345","6892"
"331","200","200","0.6","2","1.5","false","0.001","NoSelection","62","1","100","0","600","1900","0.3","true","1900","7273","16","2.60554610441941","6815"
"334","200","200","0.6","2","1.5","false","0.001","NoSelection","62","1","100","0","600","1900","0.3","true","1900","7210","16","2.4607022444295445","7002"
"335","200","200","0.6","2","1.5","false","0.001","NoSelection","62","1","100","0","600","1900","0.3","true","1900","7339","14","2.3172006967086234","6883"
"336","200","200","0.6","2","1.5","false","0.001","NoSelection","62","1","100","0","600","1900","0.3","true","1900","7071","17","2.5535997486178883","7027"
"339","200","200","0.6","2","1.5","false","0.001","NoSelection","62","1","100","0","600","1900","0.3","true","1900","7133","14","2.223274824807619","6961"
"337","200","200","0.6","2","1.5","false","0.001","NoSelection","62","1","100","0","600","1900","0.3","true","1900","7471","17","2.559211792374621","6984"
"338","200","200","0.6","2","1.5","false","0.001","NoSelection","62","1","100","0","600","1900","0.3","true","1900","7346","16","2.507036366069718","7026"
"340","200","200","0.6","2","1.5","false","0.001","NoSelection","62","1","100","0","600","1900","0.3","true","1900","7167","19","2.73837536804693","6845"
"341","200","200","0.6","2","1.5","false","0.001","NoSelection","125","1","100","0","600","1900","0.3","true","1900","6997","9","1.7394062788733269","7153"
"342","200","200","0.6","2","1.5","false","0.001","NoSelection","125","1","100","0","600","1900","0.3","true","1900","7125","9","2.1080483927897786","7097"
"343","200","200","0.6","2","1.5","false","0.001","NoSelection","125","1","100","0","600","1900","0.3","true","1900","7336","10","1.9745359577891366","7110"
"344","200","200","0.6","2","1.5","false","0.001","NoSelection","125","1","100","0","600","1900","0.3","true","1900","7285","12","2.052408041972389","7044"
"345","200","200","0.6","2","1.5","false","0.001","NoSelection","125","1","100","0","600","1900","0.3","true","1900","7062","13","2.253532574727628","7105"
"361","200","200","0.6","2","1.5","false","0.001","Hierarchical","9","1","100","0","600","1900","0.3","true","1900","6493","9","1.3428710562101545","4882"
"346","200","200","0.6","2","1.5","false","0.001","NoSelection","125","1","100","0","600","1900","0.3","true","1900","7104","11","1.8034912382457586","7032"
"347","200","200","0.6","2","1.5","false","0.001","NoSelection","125","1","100","0","600","1900","0.3","true","1900","7144","11","1.8450372025381805","7053"
"362","200","200","0.6","2","1.5","false","0.001","Hierarchical","9","1","100","0","600","1900","0.3","true","1900","6588","11","1.7938534645080286","4741"
"348","200","200","0.6","2","1.5","false","0.001","NoSelection","125","1","100","0","600","1900","0.3","true","1900","7434","8","1.8718587511977165","7138"
"363","200","200","0.6","2","1.5","false","0.001","Hierarchical","9","1","100","0","600","1900","0.3","true","1900","6458","18","2.1608965923170422","4713"
"364","200","200","0.6","2","1.5","false","0.001","Hierarchical","9","1","100","0","600","1900","0.3","true","1900","6512","17","2.0420724025384125","4604"
"350","200","200","0.6","2","1.5","false","0.001","NoSelection","125","1","100","0","600","1900","0.3","true","1900","7369","13","2.2332455596894585","6896"
"349","200","200","0.6","2","1.5","false","0.001","NoSelection","125","1","100","0","600","1900","0.3","true","1900","7156","12","1.9389816271530265","7029"
"366","200","200","0.6","2","1.5","false","0.001","Hierarchical","9","1","100","0","600","1900","0.3","true","1900","6723","15","1.8816428482891423","4614"
"365","200","200","0.6","2","1.5","false","0.001","Hierarchical","9","1","100","0","600","1900","0.3","true","1900","6574","9","1.4606323861409631","4707"
"299","200","200","0.6","2","1.2","false","0.001","BirthSelection","125","1","100","0","600","1900","0.3","true","1900","13740","15","2.339726196794505","13705"
"300","200","200","0.6","2","1.2","false","0.001","BirthSelection","125","1","100","0","600","1900","0.3","true","1900","13640","15","2.226928121539982","13620"
"367","200","200","0.6","2","1.5","false","0.001","Hierarchical","9","1","100","0","600","1900","0.3","true","1900","6581","16","2.0555212386692614","4641"
"368","200","200","0.6","2","1.5","false","0.001","Hierarchical","9","1","100","0","600","1900","0.3","true","1900","6443","14","2.333865635973901","4831"
"370","200","200","0.6","2","1.5","false","0.001","Hierarchical","9","1","100","0","600","1900","0.3","true","1900","6624","18","2.4646500044550517","4893"
"369","200","200","0.6","2","1.5","false","0.001","Hierarchical","9","1","100","0","600","1900","0.3","true","1900","6634","17","2.30376974651846","4728"
"371","200","200","0.6","2","1.5","false","0.001","Hierarchical","30","1","100","0","600","1900","0.3","true","1900","6995","6","1.5927317881454603","6505"
"372","200","200","0.6","2","1.5","false","0.001","Hierarchical","30","1","100","0","600","1900","0.3","true","1900","6975","4","1.2556677152299167","6438"
"373","200","200","0.6","2","1.5","false","0.001","Hierarchical","30","1","100","0","600","1900","0.3","true","1900","6973","4","1.296650274124708","6646"
"376","200","200","0.6","2","1.5","false","0.001","Hierarchical","30","1","100","0","600","1900","0.3","true","1900","6894","5","1.4860688492747556","6409"
"374","200","200","0.6","2","1.5","false","0.001","Hierarchical","30","1","100","0","600","1900","0.3","true","1900","7080","5","1.284404639595206","6485"
"375","200","200","0.6","2","1.5","false","0.001","Hierarchical","30","1","100","0","600","1900","0.3","true","1900","6958","3","0.7347747102337218","6668"
"377","200","200","0.6","2","1.5","false","0.001","Hierarchical","30","1","100","0","600","1900","0.3","true","1900","6935","6","1.3774205462728635","6486"
"378","200","200","0.6","2","1.5","false","0.001","Hierarchical","30","1","100","0","600","1900","0.3","true","1900","7035","5","1.4151426472841442","6571"
"380","200","200","0.6","2","1.5","false","0.001","Hierarchical","30","1","100","0","600","1900","0.3","true","1900","6853","5","1.1304685452388565","6593"
"379","200","200","0.6","2","1.5","false","0.001","Hierarchical","30","1","100","0","600","1900","0.3","true","1900","6945","7","1.7003680930911476","6647"
"381","200","200","0.6","2","1.5","false","0.001","Hierarchical","62","1","100","0","600","1900","0.3","true","1900","7225","1","0","6964"
"382","200","200","0.6","2","1.5","false","0.001","Hierarchical","62","1","100","0","600","1900","0.3","true","1900","7247","4","1.0574047212015452","6844"
"384","200","200","0.6","2","1.5","false","0.001","Hierarchical","62","1","100","0","600","1900","0.3","true","1900","7240","3","0.5842800485545686","6808"
"383","200","200","0.6","2","1.5","false","0.001","Hierarchical","62","1","100","0","600","1900","0.3","true","1900","7282","2","0.570641524888629","6977"
"385","200","200","0.6","2","1.5","false","0.001","Hierarchical","62","1","100","0","600","1900","0.3","true","1900","7229","2","0.5647540953060669","6776"
"386","200","200","0.6","2","1.5","false","0.001","Hierarchical","62","1","100","0","600","1900","0.3","true","1900","7125","2","0.007258743590772887","6617"
"387","200","200","0.6","2","1.5","false","0.001","Hierarchical","62","1","100","0","600","1900","0.3","true","1900","7380","3","0.5847416530106064","6986"
"388","200","200","0.6","2","1.5","false","0.001","Hierarchical","62","1","100","0","600","1900","0.3","true","1900","7123","4","1.0941720559034849","6769"
