"BehaviorSpace results (NetLogo 6.2.0)"
"MultipleContactNeutralMigrat.nlogo"
"Hierarchical_pf06_hpf3-59_dd1-3_lambda2"
"05/19/2021 12:52:32:654 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","99","0","99"
"[run number]","prob-frag","birth-rate-birds","birds-dispersal-distance","Video","migration-rate-birds","birds-behavior","habitat-patch-size","death-rate-birds","max-birds-species","initial-population","Deforestation-at-time","end-time","replacement-rate","Migration0-at-deforestation","[step]","birds-at-deforestation","calc-number-of-species","calc-shannon-diversity","count birds"
"48","0.6","2","1.5","false","0.001","Hierarchical","9","1","100","0","300","1600","0.3","true","1600","1630","6","1.4672198266629832","1174"
"47","0.6","2","1.5","false","0.001","Hierarchical","9","1","100","0","300","1600","0.3","true","1600","1624","11","2.014427615909518","1205"
"62","0.6","2","2","false","0.001","Hierarchical","3","1","100","0","300","1600","0.3","true","1600","1726","0","0","0"
"61","0.6","2","2","false","0.001","Hierarchical","3","1","100","0","300","1600","0.3","true","1600","1639","0","0","0"
"63","0.6","2","2","false","0.001","Hierarchical","3","1","100","0","300","1600","0.3","true","1600","1694","0","0","0"
"65","0.6","2","2","false","0.001","Hierarchical","3","1","100","0","300","1600","0.3","true","1600","1765","0","0","0"
"64","0.6","2","2","false","0.001","Hierarchical","3","1","100","0","300","1600","0.3","true","1600","1717","0","0","0"
"50","0.6","2","1.5","false","0.001","Hierarchical","9","1","100","0","300","1600","0.3","true","1600","1612","10","1.9362824448722777","1125"
"49","0.6","2","1.5","false","0.001","Hierarchical","9","1","100","0","300","1600","0.3","true","1600","1563","12","1.8863084895068916","1171"
"51","0.6","2","1.5","false","0.001","Hierarchical","29","1","100","0","300","1600","0.3","true","1600","1585","4","1.2595320599989133","1514"
"52","0.6","2","1.5","false","0.001","Hierarchical","29","1","100","0","300","1600","0.3","true","1600","1705","3","1.0292734449526648","1658"
"53","0.6","2","1.5","false","0.001","Hierarchical","29","1","100","0","300","1600","0.3","true","1600","1632","1","0","1624"
"55","0.6","2","1.5","false","0.001","Hierarchical","29","1","100","0","300","1600","0.3","true","1600","1684","2","0.5724810281545154","1746"
"54","0.6","2","1.5","false","0.001","Hierarchical","29","1","100","0","300","1600","0.3","true","1600","1631","1","0","1631"
"56","0.6","2","1.5","false","0.001","Hierarchical","61","1","100","0","300","1600","0.3","true","1600","1703","1","0","1684"
"58","0.6","2","1.5","false","0.001","Hierarchical","61","1","100","0","300","1600","0.3","true","1600","1807","1","0","1688"
"57","0.6","2","1.5","false","0.001","Hierarchical","61","1","100","0","300","1600","0.3","true","1600","1887","1","0","1786"
"81","0.6","2","3","false","0.001","Hierarchical","3","1","100","0","300","1600","0.3","true","1600","1716","0","0","0"
"82","0.6","2","3","false","0.001","Hierarchical","3","1","100","0","300","1600","0.3","true","1600","1689","0","0","0"
"60","0.6","2","1.5","false","0.001","Hierarchical","61","1","100","0","300","1600","0.3","true","1600","1765","1","0","1703"
"59","0.6","2","1.5","false","0.001","Hierarchical","61","1","100","0","300","1600","0.3","true","1600","1814","1","0","1758"
"84","0.6","2","3","false","0.001","Hierarchical","3","1","100","0","300","1600","0.3","true","1600","1781","0","0","0"
"66","0.6","2","2","false","0.001","Hierarchical","9","1","100","0","300","1600","0.3","true","1600","1705","2","0.15508425181799446","1166"
"83","0.6","2","3","false","0.001","Hierarchical","3","1","100","0","300","1600","0.3","true","1600","1771","0","0","0"
