"BehaviorSpace results (NetLogo 6.2.0)"
"MultipleContactNeutralMigrat.nlogo"
"NoHiBi_pf00_hpf3_dd1-3_lambda1.1-4"
"06/29/2021 18:41:12:282 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","199","0","199"
"[run number]","world-width","world-height","prob-frag","birth-rate-birds","birds-dispersal-distance","Video","migration-rate-birds","birds-behavior","habitat-patch-size","death-rate-birds","max-birds-species","initial-population","Deforestation-at-time","end-time","replacement-rate","[step]","birds-at-deforestation","calc-number-of-species","calc-shannon-diversity","count birds"
"119","99","99","0.6","1.1","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","28","2.266123391591157","5197"
"120","99","99","0.6","1.1","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","28","2.480627134864769","5486"
"112","99","99","0.6","1.1","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","22","2.3284672016707577","5641"
"116","99","99","0.6","1.1","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","29","2.3191585855291597","5444"
"113","99","99","0.6","1.1","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","30","2.326397209977309","5411"
"118","99","99","0.6","1.1","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","32","2.4754486953292205","5587"
"117","99","99","0.6","1.1","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","28","2.446141643350673","5268"
"115","99","99","0.6","1.1","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","25","2.7155770211161947","5413"
"114","99","99","0.6","1.1","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","27","1.735895656618276","5062"
"111","99","99","0.6","1.1","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","25","2.1724702932648734","5382"
"227","99","99","0.6","1.5","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","41","2.39339849543744","2061"
"228","99","99","0.6","1.5","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","31","1.8755331565465623","1965"
"229","99","99","0.6","1.5","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","37","2.5417401751998865","2053"
"230","99","99","0.6","1.5","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","34","2.210488401518736","1957"
"241","99","99","0.6","1.5","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","38","2.970412095019655","2524"
"242","99","99","0.6","1.5","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","42","2.924337761392564","2473"
"243","99","99","0.6","1.5","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","32","2.5690086994440193","2559"
"244","99","99","0.6","1.5","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","32","2.6961100931820714","2584"
"245","99","99","0.6","1.5","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","30","2.704574477855723","2657"
"246","99","99","0.6","1.5","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","37","2.9611296444026873","2534"
"247","99","99","0.6","1.5","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","31","2.3105793180027745","2445"
"248","99","99","0.6","1.5","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","35","2.4299694668226213","2609"
"249","99","99","0.6","1.5","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","35","2.5596967661313883","2562"
"250","99","99","0.6","1.5","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","37","2.6896830649755223","2524"
"251","99","99","0.6","1.5","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","22","0.7539461569896231","2501"
"141","99","99","0.6","1.1","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","25","1.9805292380121786","5926"
"144","99","99","0.6","1.1","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","25","2.172232114599537","6003"
"252","99","99","0.6","1.5","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","26","0.6394585291409656","2609"
"146","99","99","0.6","1.1","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","30","2.6270126663287408","5799"
"143","99","99","0.6","1.1","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","24","1.9687902998249647","5842"
"145","99","99","0.6","1.1","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","20","2.1773585102507553","5622"
"147","99","99","0.6","1.1","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","27","1.7141120020362557","6057"
"142","99","99","0.6","1.1","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","31","2.4859046720896987","5844"
"148","99","99","0.6","1.1","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","32","2.1300897086171973","5986"
"253","99","99","0.6","1.5","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","19","0.4795463386332386","2735"
"254","99","99","0.6","1.5","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","21","0.5650821945606916","2681"
"255","99","99","0.6","1.5","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","24","1.0990484282288322","2477"
"256","99","99","0.6","1.5","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","25","0.8888724230191799","2542"
"149","99","99","0.6","1.1","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","23","2.172068153615868","5900"
"173","99","99","0.6","1.5","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","30","2.709670100591261","7517"
"150","99","99","0.6","1.1","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","25","2.1215160576584475","6154"
"171","99","99","0.6","1.5","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","29","2.5246333533776597","7358"
"175","99","99","0.6","1.5","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","31","2.55944333800144","7380"
"179","99","99","0.6","1.5","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","23","2.1599604763442746","7363"
"177","99","99","0.6","1.5","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","30","2.5112078662442108","7454"
"176","99","99","0.6","1.5","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","29","2.387507229819562","7390"
"174","99","99","0.6","1.5","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","27","2.5009749528262546","7446"
"172","99","99","0.6","1.5","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","25","2.403089374048579","7253"
"180","99","99","0.6","1.5","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","27","2.7726535285046765","7419"
"178","99","99","0.6","1.5","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","24","2.5094672552422232","7498"
"257","99","99","0.6","1.5","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","25","1.3416669096358977","2486"
"258","99","99","0.6","1.5","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","13","0.4340881280466057","2578"
"259","99","99","0.6","1.5","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","25","1.3837140770333445","2541"
"260","99","99","0.6","1.5","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","21","0.7671356708604509","2571"
"201","99","99","0.6","1.5","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","28","2.5761454430402972","7511"
"203","99","99","0.6","1.5","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","26","2.2176235374833184","7438"
"204","99","99","0.6","1.5","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","26","2.6119524397097784","7592"
"202","99","99","0.6","1.5","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","29","2.3283429116115624","7449"
"206","99","99","0.6","1.5","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","27","2.3442622245042064","7650"
"208","99","99","0.6","1.5","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","23","2.4313384161545475","7601"
"205","99","99","0.6","1.5","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","26","2.1835886962111886","7415"
"207","99","99","0.6","1.5","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","25","2.3102593007672794","7643"
"209","99","99","0.6","1.5","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","21","2.302225712570666","7537"
"210","99","99","0.6","1.5","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","30","2.6453791621910177","7609"
"272","99","99","0.6","1.5","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","34","2.9713764381274053","2884"
"271","99","99","0.6","1.5","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","30","2.678156593695211","2786"
"273","99","99","0.6","1.5","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","32","2.627478196200953","2794"
"274","99","99","0.6","1.5","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","34","2.7664956024391762","2992"
"276","99","99","0.6","1.5","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","40","2.7106969885592926","2937"
"275","99","99","0.6","1.5","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","25","2.331515814064198","2736"
"277","99","99","0.6","1.5","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","40","2.715317267463602","3043"
"280","99","99","0.6","1.5","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","34","2.194693235797581","2955"
"278","99","99","0.6","1.5","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","36","2.847477607701028","2835"
"279","99","99","0.6","1.5","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","36","2.393945148775686","2782"
"281","99","99","0.6","1.5","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","16","0.4389026684429306","2841"
"284","99","99","0.6","1.5","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","24","0.9381581618537931","3078"
"283","99","99","0.6","1.5","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","22","0.5518227148496836","2948"
"282","99","99","0.6","1.5","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","22","0.3398914824772321","2900"
"285","99","99","0.6","1.5","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","24","0.5741563546485672","2883"
"286","99","99","0.6","1.5","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","16","0.2739703130824899","2908"
"287","99","99","0.6","1.5","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","23","0.4566354592505977","2817"
"288","99","99","0.6","1.5","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","10","0.09385460947222807","2855"
"301","99","99","0.6","1.7","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","39","2.730956029491643","1821"
"289","99","99","0.6","1.5","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","20","0.9337674749212775","2831"
"290","99","99","0.6","1.5","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","22","0.3782514082520141","2893"
"302","99","99","0.6","1.7","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","49","3.1176190238046364","1760"
"304","99","99","0.6","1.7","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","38","2.97332437818936","1687"
"303","99","99","0.6","1.7","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","47","3.235192349260707","1923"
"307","99","99","0.6","1.7","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","43","3.1555494839724223","1862"
"305","99","99","0.6","1.7","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","39","2.8619293096161993","1767"
"306","99","99","0.6","1.7","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","45","2.9049846853185923","1935"
"308","99","99","0.6","1.7","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","45","3.164242910709213","1811"
"309","99","99","0.6","1.7","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","48","3.069704387408469","1669"
"311","99","99","0.6","1.7","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","37","2.684033478258099","1796"
"310","99","99","0.6","1.7","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","41","3.0082991661419296","1745"
"312","99","99","0.6","1.7","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","36","2.3236314167466166","1832"
"313","99","99","0.6","1.7","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","48","3.2482529505008304","1857"
"314","99","99","0.6","1.7","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","40","2.494012644415814","1887"
"315","99","99","0.6","1.7","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","41","3.094148135962369","1562"
"316","99","99","0.6","1.7","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","45","2.956082292991157","2004"
"317","99","99","0.6","1.7","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","46","3.005009540522638","1704"
"319","99","99","0.6","1.7","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","42","3.008660856226582","1832"
"318","99","99","0.6","1.7","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","43","3.0620998821212067","1735"
"320","99","99","0.6","1.7","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","42","2.8146601255197643","1562"
"331","99","99","0.6","1.7","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","45","3.155627454697987","2276"
"332","99","99","0.6","1.7","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","49","3.195699863211128","2510"
"333","99","99","0.6","1.7","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","42","2.8247042785097927","2383"
"233","99","99","0.6","1.5","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","17","2.2460301927441813","7846"
"231","99","99","0.6","1.5","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","23","2.2812769276342992","7796"
"334","99","99","0.6","1.7","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","50","3.1361625952247674","2388"
"232","99","99","0.6","1.5","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","26","2.4941039366719213","7951"
"236","99","99","0.6","1.5","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","26","2.6319307517723756","7882"
"234","99","99","0.6","1.5","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","26","2.6920986002146496","7761"
"238","99","99","0.6","1.5","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","22","2.2465401251753367","7931"
"235","99","99","0.6","1.5","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","20","2.4105650900579936","7875"
"239","99","99","0.6","1.5","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","19","1.958580588018618","7776"
"336","99","99","0.6","1.7","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","42","2.827430755866992","2440"
"335","99","99","0.6","1.7","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","46","3.0659841884555092","2585"
"240","99","99","0.6","1.5","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","20","2.2688053248522673","8010"
"237","99","99","0.6","1.5","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","16","2.1269794723999045","7922"
"338","99","99","0.6","1.7","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","38","2.7479499816099966","2110"
"337","99","99","0.6","1.7","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","45","3.1722910550830514","2362"
"339","99","99","0.6","1.7","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","50","3.2154753918190204","2471"
"340","99","99","0.6","1.7","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","47","3.070833837420542","2325"
"341","99","99","0.6","1.7","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","44","2.8078072304768775","2379"
"343","99","99","0.6","1.7","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","43","2.947167734468121","2232"
"342","99","99","0.6","1.7","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","40","2.8150844764400453","2348"
"345","99","99","0.6","1.7","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","32","2.2460525007068926","2275"
"344","99","99","0.6","1.7","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","40","2.45021514839062","2322"
"347","99","99","0.6","1.7","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","31","1.9230304940520737","2382"
"346","99","99","0.6","1.7","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","38","2.2327857225459917","2389"
"348","99","99","0.6","1.7","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","37","2.3316036808476523","2561"
"349","99","99","0.6","1.7","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","40","2.858757414495502","2242"
"350","99","99","0.6","1.7","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","32","2.2267537611721213","2179"
"362","99","99","0.6","1.7","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","43","3.013806942163954","3473"
"363","99","99","0.6","1.7","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","41","2.814421055439733","3223"
"361","99","99","0.6","1.7","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","35","2.7498106783558702","3227"
"364","99","99","0.6","1.7","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","48","2.960819985007959","3296"
"365","99","99","0.6","1.7","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","37","2.6942340381605385","3209"
"366","99","99","0.6","1.7","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","32","2.6863270828105823","3326"
"367","99","99","0.6","1.7","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","42","2.8510176192509413","3278"
"368","99","99","0.6","1.7","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","37","2.50557157985184","3250"
"369","99","99","0.6","1.7","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","43","2.9298655338395254","3238"
"370","99","99","0.6","1.7","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","42","3.1325757438843946","3279"
"372","99","99","0.6","1.7","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","21","0.4877391380177415","3335"
"371","99","99","0.6","1.7","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","26","0.6140728510845381","3336"
"373","99","99","0.6","1.7","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","25","0.6788712830932639","3287"
"261","99","99","0.6","1.5","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","17","2.134577503224353","8165"
"374","99","99","0.6","1.7","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","26","1.1731012959235518","3455"
"375","99","99","0.6","1.7","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","23","1.1064686508256631","3245"
"376","99","99","0.6","1.7","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","26","0.854505950322881","3230"
"263","99","99","0.6","1.5","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","17","1.8716908351478327","8185"
"262","99","99","0.6","1.5","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","19","2.059410622491568","8274"
"264","99","99","0.6","1.5","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","23","2.3625871857917655","8266"
"266","99","99","0.6","1.5","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","21","2.113997808038666","8250"
"265","99","99","0.6","1.5","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","17","2.1872027701859524","8245"
"267","99","99","0.6","1.5","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","17","2.1839761684508954","8107"
"268","99","99","0.6","1.5","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","18","2.3278313152330163","8218"
"269","99","99","0.6","1.5","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","19","1.894269317674565","8221"
"270","99","99","0.6","1.5","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","15","1.9621399646830993","8085"
"378","99","99","0.6","1.7","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","28","0.5431196324126585","3377"
"377","99","99","0.6","1.7","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","26","0.9157987865514725","3277"
"379","99","99","0.6","1.7","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","21","0.6263879270204811","3305"
"380","99","99","0.6","1.7","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","25","0.4826797915017468","3186"
"323","99","99","0.6","1.7","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","28","2.768114877275834","7934"
"322","99","99","0.6","1.7","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","31","2.526727534821826","7868"
"325","99","99","0.6","1.7","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","30","2.3956809563269443","7908"
"324","99","99","0.6","1.7","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","25","2.5434910369328274","7919"
"326","99","99","0.6","1.7","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","27","2.152337986868373","7958"
"328","99","99","0.6","1.7","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","22","2.3403204387596896","8020"
"321","99","99","0.6","1.7","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","26","2.7594917167053223","7891"
"329","99","99","0.6","1.7","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","21","2.3480954369215543","8014"
"327","99","99","0.6","1.7","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","25","2.5368547665121013","7890"
"330","99","99","0.6","1.7","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","24","2.303849823581574","8104"
"391","99","99","0.6","1.7","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","30","2.066425203318955","3612"
"392","99","99","0.6","1.7","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","35","2.663862308904626","3561"
"393","99","99","0.6","1.7","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","34","2.4857130602756317","3481"
"394","99","99","0.6","1.7","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","37","2.6102268553897936","3576"
"397","99","99","0.6","1.7","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","39","2.5725800264488723","3538"
"395","99","99","0.6","1.7","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","32","2.129817720210661","3601"
"396","99","99","0.6","1.7","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","39","2.660353286750822","3628"
"398","99","99","0.6","1.7","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","36","2.902650128335508","3739"
"352","99","99","0.6","1.7","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","25","2.4632068364963704","8074"
"355","99","99","0.6","1.7","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","22","2.2682322874205783","8034"
"351","99","99","0.6","1.7","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","22","2.42993746650708","7926"
"356","99","99","0.6","1.7","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","24","2.4149567518934822","8056"
"354","99","99","0.6","1.7","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","24","2.3134841462064775","8017"
"353","99","99","0.6","1.7","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","29","2.762994925606878","8041"
"400","99","99","0.6","1.7","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","36","2.492964123689737","3509"
"399","99","99","0.6","1.7","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","36","2.5753062217116742","3572"
"402","99","99","0.6","1.7","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","16","0.2774291814081983","3561"
"401","99","99","0.6","1.7","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","18","0.933923810028719","3639"
"404","99","99","0.6","1.7","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","19","0.18980876938066835","3572"
"403","99","99","0.6","1.7","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","16","0.9093894609896274","3635"
"405","99","99","0.6","1.7","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","23","0.41778417820276653","3461"
"406","99","99","0.6","1.7","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","13","0.24347187676429","3539"
"408","99","99","0.6","1.7","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","21","0.5434528559795185","3611"
"407","99","99","0.6","1.7","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","31","0.4796484128226394","3536"
"410","99","99","0.6","1.7","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","13","0.1436826881227735","3503"
"409","99","99","0.6","1.7","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","19","0.5498707058234323","3625"
"357","99","99","0.6","1.7","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","23","2.320439157673004","8011"
"360","99","99","0.6","1.7","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","21","2.1887227092571644","8014"
"358","99","99","0.6","1.7","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","27","2.5749190591551563","8013"
